twenty,466
final,465
wash,464
rockin',462
he'll,462
track,461
asked,460
plan,459
they've,457
u,457
crime,456
prove,456
wave,454
fake,454
deny,453
changing,453
talkin',453
love's,452
enemy,452
spent,450
mistake,447
grace,446
burns,446
stupid,445
strength,445
rising,445
c,442
sugar,442
feelin',442
fears,442
lift,441
ooo,440
hours,438
bop,437
explain,437
guitar,437
least,436
hill,436
dare,436
gettin',436
book,436
cries,435
x2,435
asking,435
wheel,435
faster,434
begun,431
none,431
staring,431
minds,430
bar,430
moves,428
others,427
rose,426
ok,425
wherever,423
flesh,423
country,422
c'mon,422
souls,422
dumb,422
rich,422
knife,421
hiding,421
ending,421
saved,420
early,419
verse,418
few,417
bow,416
style,416
hungry,416
doctor,416
shines,415
supposed,414
special,414
loose,413
passing,413
battle,412
distance,411
waves,411
endless,410
smell,410
burned,410
stronger,410
waited,409
doo,409
fame,408
everything's,408
crack,408
mystery,408
climb,407
speed,407
9,406
bridge,406
beating,404
mistakes,402
path,402
sell,402
forgotten,402
beginning,402
crawl,401
sweat,401
fading,400
beg,399
outta,397
weight,397
harder,397
quiet,396
rhythm,396
secrets,396
wondering,396
paper,396
brand,395
hoping,395
choice,394
seeing,394
torn,394
passion,394
pulled,391
tv,391
lets,391
fit,390
drag,390
cos,390
bleeding,389
prayer,389
question,389
yo,389
fix,389
regret,388
bottom,387
wife,387
oo,387
tied,386
problem,386
chains,386
whisper,386
woo,386
rage,385
spell,385
thunder,385
sounds,385
precious,384
brought,384
'n',384
6,384
meaning,383
danger,383
bound,383
ourselves,382
asleep,382
twice,382
keeping,382
makin',381
figure,381
ma,380
man's,380
woke,378
listening,378
sent,378
deal,377
riding,375
fever,375
vision,373
destiny,373
letting,373
horse,373
miracle,372
heads,372
kinda,372
hundred,372
double,372
poison,371
answers,371
nine,370
stood,370
bottle,370
bite,370
surprise,370
ran,370
gives,370
chasing,369
ship,369
deeper,369
games,368
calls,368
de,368
tall,367
runs,367
naked,366
n,366
worst,365
tough,364
message,364
winter,363
flowers,363
dress,362
breaks,362
paid,362
monkey,360
written,360
flames,359
fair,359
american,358
locked,358
promises,358
began,358
nobody's,358
fucked,358
tells,358
happiness,358
wasting,357
fantasy,357
crash,357
evening,357
america,356
bells,355
bend,354
pleasure,354
spin,353
scars,353
letter,353
short,352
doin',351
job,350
suddenly,350
lock,350
generation,350
cloud,350
later,350
deserve,349
signs,349
dirt,349
youth,349
'till,349
noise,348
l,348
oooh,348
changes,348
wise,347
cars,347
promised,346
spread,345
weather,345
cruel,345
join,345
thin,345
passed,345
liar,345
chain,345
history,344
neck,344
starting,343
trip,342
disease,342
wonderful,341
older,341
reaching,341
tide,340
guns,340
suck,340
cast,339
reasons,339
search,339
legs,338
disguise,338
nightmare,337
watched,336
bitter,336
sees,335
fools,335
plans,335
teeth,335
doors,334
worse,334
cuz,333
chase,333
saturday,333
york,333
hurry,332
fields,332
dangerous,332
remind,330
likes,330
cat,330
rule,330
highway,330
lied,330
undone,329
paint,329
drunk,329
dressed,328
birds,328
spit,328
begins,328
difference,327
finger,326
missed,326
business,326
hero,326
stage,324
metal,324
clock,324
universe,323
moonlight,323
it'll,321
shoulder,320
attention,320
reality,320
decide,318
surely,317
slide,315
she'd,315
happens,315
proud,313
madness,313
south,312
wheels,312
blows,312
wrote,312
hall,311
case,311
calm,311
veins,311
movin',310
quick,310
bury,309
questions,309
master,309
runnin',308
stole,308
blondie,308
steel,308
dont,307
revolution,307
direction,307
diamond,306
wishing,306
rip,305
pressure,305
sail,305
sold,305
matters,304
seemed,304
soft,304
til,304
guilty,304
brave,303
wanting,303
papa,303
baby's,302
dad,302
garden,301
satisfied,301
remain,301
begging,301
drinking,301
course,301
thrill,301
trapped,299
buried,299
hoo,299
walks,299
fuckin',299
freak,298
destroy,298
refuse,298
mary,298
world's,297
mark,297
drowning,297
innocence,297
bomb,297
mighty,297
laid,297
fault,297
shore,296
electric,296
california,296
grab,296
suicide,295
week,295
building,295
desert,294
believing,293
bringing,293
ashes,293
headed,292
brown,292
pictures,292
breeze,291
cage,291
forgot,291
vain,291
mow,291
bear,290
slave,290
innocent,290
pack,290
cup,290
anger,290
cure,288
circle,288
aren't,288
rhyme,288
loneliness,288
darlin',288
comfort,287
stuff,287
bloody,287
waitin',287
numb,286
murder,286
page,286
beats,285
taught,285
chances,285
warning,285
heart's,285
hollywood,285
fact,285
teach,285
crawling,284
sinking,284
romance,283
force,283
shaking,283
kissed,283
confusion,283
roses,282
sins,282
box,282
release,282
pushing,282
violence,282
certain,282
law,281
killed,281
shouldn't,281
ladies,281
wearing,280
bell,280
santa,278
guide,278
lightning,278
beach,278
ears,277
stopped,277
bought,277
holds,277
there'll,276
motion,276
thinks,275
floating,275
wet,275
grey,275
lovely,275
west,274
merry,274
swim,274
swallow,274
ringing,273
sings,272
laughter,272
grows,271
daughter,271
further,271
cheap,271
heroes,271
suffer,270
curse,269
darkest,269
led,268
walkin',268
onto,267
demons,267
tune,267
monster,267
lifetime,267
circles,267
8,267
field,266
grass,266
colors,266
nah,266
solo,266
pure,266
chest,265
brothers,265
ear,265
john,265
bullet,263
foot,263
salvation,263
guys,263
fortune,263
shelter,263
throat,262
steps,262
attack,262
action,262
believed,261
grown,261
wire,261
soldier,261
angry,261
ohh,261
distant,261
whiskey,260
eyed,260
someone's,260
workin',260
crown,260
f,259
yellow,259
bless,259
should've,259
waking,259
opened,258
finding,258
wo,258
'cos,258
test,257
dies,257
mile,257
favorite,256
happening,256
threw,256
underground,255
settle,255
drugs,255
christ,255
plays,255
table,255
